City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
224,Bridlington,GB,2022-03-14 03:37:47,54.0831,-0.1919,44.02,92,100,3.0,overcast clouds
225,Aviles,ES,2022-03-14 03:37:48,43.5547,-5.9248,49.93,83,75,2.3,broken clouds
226,Cloquet,US,2022-03-14 03:37:48,46.7216,-92.4594,29.59,50,0,6.91,clear sky
227,Namibe,AO,2022-03-14 03:37:48,-15.1961,12.1522,70.0,81,99,7.43,overcast clouds
228,Hithadhoo,MV,2022-03-14 03:36:03,-0.6,73.0833,83.01,70,98,3.85,overcast clouds
229,Sayyan,YE,2022-03-14 03:37:49,15.1718,44.3244,54.57,32,54,2.68,broken clouds
230,Igrim,RU,2022-03-14 03:37:49,63.1906,64.4162,2.32,96,98,5.06,overcast clouds
231,Urucara,BR,2022-03-14 03:37:49,-2.5364,-57.76,73.27,99,100,2.66,moderate rain
232,Greenfield,US,2022-03-14 03:37:49,42.9614,-88.0126,40.66,67,40,3.44,scattered clouds
233,Pafos,CY,2022-03-14 03:37:50,34.7667,32.4167,40.78,45,40,11.5,scattered clouds
234,Canchungo,GW,2022-03-14 03:37:50,12.0672,-16.0333,67.12,80,12,5.14,few clouds
235,Richards Bay,ZA,2022-03-14 03:37:50,-28.783,32.0377,70.66,94,4,5.41,clear sky
236,Port Dover,CA,2022-03-14 03:37:51,42.7834,-80.1997,30.81,90,100,13.78,overcast clouds
237,Ketchikan,US,2022-03-14 03:35:17,55.3422,-131.6461,40.98,87,100,10.36,light rain
238,Glendive,US,2022-03-14 03:37:51,47.1053,-104.7125,33.42,97,100,10.36,mist
239,Emerald,AU,2022-03-14 03:35:03,-23.5333,148.1667,88.34,30,75,8.05,broken clouds
240,Taltal,CL,2022-03-14 03:37:51,-25.4,-70.4833,66.02,83,10,2.06,clear sky
241,Kaitangata,NZ,2022-03-14 03:37:51,-46.2817,169.8464,61.07,74,36,7.61,scattered clouds
242,Bajos De Haina,DO,2022-03-14 03:37:52,18.4154,-70.0332,73.36,94,20,0.0,few clouds
243,Berkovica,BA,2022-03-14 03:37:52,44.6156,18.4294,21.51,71,1,3.53,clear sky
244,Tura,IN,2022-03-14 03:37:52,25.5198,90.2201,90.28,15,4,3.91,clear sky
245,Whyalla,AU,2022-03-14 03:37:53,-33.0333,137.5833,91.29,25,67,9.22,broken clouds
246,Villazon,BO,2022-03-14 03:37:53,-22.0866,-65.5942,45.43,74,18,9.31,few clouds
247,Tiksi,RU,2022-03-14 03:37:53,71.6872,128.8694,-14.19,97,98,1.88,overcast clouds
248,Lukulu,ZM,2022-03-14 03:34:17,-14.3707,23.242,63.1,98,100,4.81,overcast clouds
249,Coquimbo,CL,2022-03-14 03:37:54,-29.9533,-71.3436,60.53,100,100,5.75,overcast clouds
250,Macroom,IE,2022-03-14 03:37:54,51.9,-8.95,39.27,90,1,5.44,clear sky
251,Miandrivazo,MG,2022-03-14 03:37:54,-19.5167,45.4667,77.95,78,78,3.74,broken clouds
252,Port Macquarie,AU,2022-03-14 03:37:54,-31.4333,152.9167,76.89,64,23,11.12,few clouds
253,Coihaique,CL,2022-03-14 03:36:00,-45.5752,-72.0662,53.55,71,0,10.36,clear sky
254,Bambous Virieux,MU,2022-03-14 03:37:55,-20.3428,57.7575,81.21,89,75,8.05,light rain
255,Zhezkazgan,KZ,2022-03-14 03:37:55,47.8043,67.7144,22.98,86,100,11.18,overcast clouds
256,Tateyama,JP,2022-03-14 03:37:55,34.9833,139.8667,65.19,74,3,22.12,clear sky
257,Port Lincoln,AU,2022-03-14 03:35:03,-34.7333,135.8667,78.48,49,32,13.04,scattered clouds
258,Lakselv,NO,2022-03-14 03:37:56,70.0513,24.9718,24.62,80,100,16.11,overcast clouds
259,Codrington,AU,2022-03-14 03:37:56,-38.2667,141.9667,70.92,73,100,16.13,light rain
260,Chililabombwe,ZM,2022-03-14 03:37:34,-12.3648,27.8229,60.51,95,100,2.89,overcast clouds
261,Jalu,LY,2022-03-14 03:37:56,29.0331,21.5482,49.96,55,3,9.75,clear sky
262,Karratha,AU,2022-03-14 03:37:57,-20.7377,116.8463,96.71,40,0,10.04,clear sky
263,Saint George,US,2022-03-14 03:34:56,37.1041,-113.5841,61.39,18,0,6.91,clear sky
264,Goure,NE,2022-03-14 03:37:57,13.9835,10.2704,73.02,13,50,11.16,scattered clouds
265,Mareeba,AU,2022-03-14 03:37:57,-17.0,145.4333,77.43,88,100,5.28,light rain
266,Whitehorse,CA,2022-03-14 03:34:04,60.7161,-135.0538,8.02,75,75,5.75,light snow
267,Narsaq,GL,2022-03-14 03:37:58,60.9167,-46.05,32.22,80,100,4.54,snow
268,Gravdal,NO,2022-03-14 03:37:58,68.1214,13.5031,39.85,71,100,9.46,overcast clouds
269,Epe,NG,2022-03-14 03:37:58,6.5841,3.9834,77.5,91,62,2.59,broken clouds
270,Amapa,BR,2022-03-14 03:37:58,1.0,-52.0,72.28,99,100,2.57,light rain
271,Omboue,GA,2022-03-14 03:37:59,-1.5746,9.2618,78.1,85,93,2.21,light rain
272,Hinganghat,IN,2022-03-14 03:37:59,20.5667,78.8333,88.48,13,0,3.8,clear sky
273,Chapais,CA,2022-03-14 03:37:59,49.7834,-74.8492,4.78,99,99,2.77,overcast clouds
274,Musoma,TZ,2022-03-14 03:38:00,-1.5,33.8,69.37,70,62,3.67,broken clouds
275,Borogontsy,RU,2022-03-14 03:38:00,62.6683,131.1683,6.35,84,100,2.64,overcast clouds
276,Arman,RU,2022-03-14 03:38:00,59.7,150.1667,23.02,61,100,1.57,overcast clouds
277,Svetlogorsk,BY,2022-03-14 03:38:01,52.6333,29.7333,28.4,75,13,5.68,few clouds
278,Blois,FR,2022-03-14 03:38:01,47.5833,1.3333,37.78,93,26,4.94,scattered clouds
279,Kirakira,SB,2022-03-14 03:38:01,-10.4544,161.9205,85.14,70,28,5.41,scattered clouds
280,Birjand,IR,2022-03-14 03:35:13,32.8663,59.2211,61.27,44,75,6.91,broken clouds
281,Saint Anthony,US,2022-03-14 03:38:01,45.0205,-93.218,37.29,66,100,3.44,overcast clouds
282,Hasaki,JP,2022-03-14 03:38:02,35.7333,140.8333,73.8,67,11,5.97,few clouds
283,Nanortalik,GL,2022-03-14 03:38:02,60.1432,-45.2371,29.28,88,100,16.55,snow
284,Solnechnyy,RU,2022-03-14 03:38:02,50.7214,136.6319,27.09,84,75,4.09,broken clouds
285,Hofn,IS,2022-03-14 03:38:03,64.2539,-15.2082,34.03,48,22,6.93,few clouds
286,Gondanglegi,ID,2022-03-14 03:38:03,-7.7479,112.0132,87.19,69,93,2.66,overcast clouds
287,Xucheng,CN,2022-03-14 03:38:03,20.35,110.1288,77.79,65,53,7.2,broken clouds
288,Chumikan,RU,2022-03-14 03:38:03,54.7183,135.315,24.01,78,66,10.96,broken clouds
289,Meulaboh,ID,2022-03-14 03:38:04,4.1363,96.1285,84.51,70,48,1.28,scattered clouds
290,Kununurra,AU,2022-03-14 03:38:04,-15.7667,128.7333,89.58,62,12,3.44,few clouds
291,Sept-Iles,CA,2022-03-14 03:35:11,50.2001,-66.3821,9.03,51,20,14.97,few clouds
292,Caravelas,BR,2022-03-14 03:38:04,-17.7125,-39.2481,76.93,86,100,4.65,overcast clouds
293,Poronaysk,RU,2022-03-14 03:38:04,49.2167,143.1167,28.67,91,93,3.18,overcast clouds
294,Zhigansk,RU,2022-03-14 03:38:05,66.7697,123.3711,-9.54,91,76,14.85,broken clouds
295,Leningradskiy,RU,2022-03-14 03:38:05,69.3833,178.4167,-4.95,94,74,7.09,broken clouds
296,San Cristobal,VE,2022-03-14 03:38:05,7.7669,-72.225,69.98,96,100,1.57,overcast clouds
297,Gladstone,AU,2022-03-14 03:38:06,-23.85,151.25,84.13,48,100,11.5,overcast clouds
298,Bodhan,IN,2022-03-14 03:38:06,18.6667,77.9,87.67,15,6,1.14,clear sky
299,Santa Catarina De Tepehuanes,MX,2022-03-14 03:38:06,25.35,-105.7333,46.98,31,14,7.09,few clouds
300,Darhan,MN,2022-03-14 03:37:36,49.4867,105.9228,17.28,80,100,11.34,overcast clouds
301,Bengkulu,ID,2022-03-14 03:38:06,-3.8004,102.2655,84.31,67,100,7.78,overcast clouds
302,Skelleftea,SE,2022-03-14 03:38:07,64.7507,20.9528,17.01,67,100,1.14,overcast clouds
303,Lavrentiya,RU,2022-03-14 03:38:07,65.5833,-171.0,4.96,79,0,4.5,clear sky
304,Veraval,IN,2022-03-14 03:38:07,20.9,70.3667,85.19,36,3,6.67,clear sky
305,Shunyi,CN,2022-03-14 03:38:08,40.125,116.6453,58.95,31,0,4.47,clear sky
306,Riyadh,SA,2022-03-14 03:34:08,24.6877,46.7219,57.34,47,2,5.99,clear sky
307,Bereda,ES,2022-03-14 03:38:08,43.2686,-7.5406,40.57,100,100,2.64,overcast clouds
308,Saldanha,ZA,2022-03-14 03:34:23,-33.0117,17.9442,51.85,66,93,15.75,overcast clouds
309,Pallasovka,RU,2022-03-14 03:38:08,50.05,46.8833,5.65,95,36,9.6,scattered clouds
310,Dmitriyevka,RU,2022-03-14 03:38:09,54.75,55.3333,-0.53,95,99,6.53,overcast clouds
311,Cedar City,US,2022-03-14 03:36:26,37.6775,-113.0619,43.77,39,20,9.22,few clouds
312,Marbella,ES,2022-03-14 03:38:09,36.5154,-4.8858,57.25,100,100,12.35,overcast clouds
313,Valparaiso,CL,2022-03-14 03:38:09,-33.0393,-71.6273,62.47,79,100,3.44,mist
314,Turukhansk,RU,2022-03-14 03:38:09,65.8167,87.9833,-3.69,96,100,5.01,overcast clouds
315,Tamahu,GT,2022-03-14 03:38:10,15.3333,-90.1667,53.24,99,40,1.23,scattered clouds
316,Auki,SB,2022-03-14 03:38:10,-8.7676,160.7034,85.73,66,80,3.96,broken clouds
317,Chicama,PE,2022-03-14 03:38:10,-7.8447,-79.1469,68.54,70,99,4.18,overcast clouds
318,Neiafu,TO,2022-03-14 03:38:11,-18.65,-173.9833,84.88,79,20,6.91,few clouds
319,Haines Junction,CA,2022-03-14 03:38:11,60.7522,-137.5108,10.35,56,100,4.61,overcast clouds
320,Borujerd,IR,2022-03-14 03:38:11,33.8973,48.7516,48.43,80,3,5.84,clear sky
321,Sinnamary,GF,2022-03-14 03:38:11,5.3833,-52.95,75.79,94,100,12.26,heavy intensity rain
322,Edwardsville,US,2022-03-14 03:38:10,38.8114,-89.9532,57.18,50,0,16.11,clear sky
323,Half Moon Bay,US,2022-03-14 03:38:12,37.4636,-122.4286,57.0,60,40,14.97,scattered clouds
324,Kushima,JP,2022-03-14 03:38:12,31.4583,131.2333,72.75,63,25,7.58,scattered clouds
325,Choix,MX,2022-03-14 03:38:12,26.7092,-108.3219,63.81,27,97,3.31,overcast clouds
326,Goderich,CA,2022-03-14 03:38:13,43.7501,-81.7165,32.92,80,100,6.91,overcast clouds
327,Kot Addu,PK,2022-03-14 03:38:13,30.4692,70.9671,84.38,26,60,6.35,broken clouds
328,Tilichiki,RU,2022-03-14 03:38:13,60.4667,166.1,14.16,76,0,6.15,clear sky
329,Langreo,ES,2022-03-14 03:38:13,43.2957,-5.6842,48.47,93,100,3.83,overcast clouds
330,Camapua,BR,2022-03-14 03:38:14,-19.5314,-54.0439,69.76,96,96,4.36,overcast clouds
331,Agadez,NE,2022-03-14 03:38:14,19.75,10.25,57.49,16,0,8.32,clear sky
332,Khorixas,NA,2022-03-14 03:38:14,-20.3667,14.9667,62.65,85,93,7.05,overcast clouds
333,Alyangula,AU,2022-03-14 03:38:15,-13.8483,136.4192,80.47,100,75,3.44,broken clouds
334,Klaksvik,FO,2022-03-14 03:38:15,62.2266,-6.589,45.52,94,52,14.09,broken clouds
335,Los Llanos De Aridane,ES,2022-03-14 03:38:15,28.6585,-17.9182,58.75,81,0,8.01,clear sky
336,Pinega,RU,2022-03-14 03:38:15,64.7001,43.3936,13.03,97,100,5.57,overcast clouds
337,College,US,2022-03-14 03:38:16,64.8569,-147.8028,12.15,47,0,3.44,haze
338,Sao Jose Dos Pinhais,BR,2022-03-14 03:38:16,-25.5347,-49.2064,66.36,64,100,3.44,overcast clouds
339,Isetskoye,RU,2022-03-14 03:38:16,56.4858,65.3226,8.19,91,100,7.23,overcast clouds
340,Port Pirie,AU,2022-03-14 03:38:17,-33.1833,138.0167,91.49,24,69,10.94,light rain
341,Vostok,RU,2022-03-14 03:38:17,46.4856,135.8833,31.15,81,100,2.21,overcast clouds
342,Fort Walton Beach,US,2022-03-14 03:34:31,30.4058,-86.6188,48.97,76,0,5.01,clear sky
343,Garowe,SO,2022-03-14 03:38:17,8.4054,48.4845,67.69,86,12,11.74,few clouds
344,Kirishi,RU,2022-03-14 03:38:17,59.4471,32.0205,32.07,98,100,2.68,overcast clouds
345,Bilibino,RU,2022-03-14 03:38:18,68.0546,166.4372,3.34,84,80,2.15,broken clouds
346,Matveyev Kurgan,RU,2022-03-14 03:38:18,47.5645,38.8695,23.92,64,24,4.83,few clouds
347,Banepa,NP,2022-03-14 03:38:18,27.6298,85.5214,66.52,60,20,2.3,haze
348,Emba,KZ,2022-03-14 03:38:18,48.8264,58.1442,5.02,95,76,2.04,broken clouds
349,Khani,GE,2022-03-14 03:38:19,41.9563,42.9566,26.17,77,100,2.01,overcast clouds
350,Margate,GB,2022-03-14 03:38:19,51.3813,1.3862,46.31,92,65,1.01,broken clouds
351,Toyo,PH,2022-03-14 03:38:19,10.7333,125.0167,78.6,92,100,2.93,light rain
352,Palafrugell,ES,2022-03-14 03:38:20,41.9174,3.1631,48.45,53,100,3.0,overcast clouds
353,Shubarkuduk,KZ,2022-03-14 03:38:20,49.1447,56.4872,3.18,99,99,2.1,overcast clouds
354,Sao Joao Da Barra,BR,2022-03-14 03:38:20,-21.6403,-41.0511,77.31,87,1,12.35,clear sky
355,Mayumba,GA,2022-03-14 03:38:20,-3.432,10.6554,78.57,86,78,5.95,light rain
356,Vysokogornyy,RU,2022-03-14 03:38:21,50.1167,139.15,28.0,77,100,3.09,overcast clouds
357,Vao,NC,2022-03-14 03:38:21,-22.6667,167.4833,79.75,79,65,14.56,broken clouds
358,Mpika,ZM,2022-03-14 03:38:21,-11.8343,31.4529,61.32,98,100,2.62,overcast clouds
359,Belaya Gora,RU,2022-03-14 03:38:22,68.5333,146.4167,1.17,88,100,4.09,overcast clouds
360,Bundaberg,AU,2022-03-14 03:38:22,-24.85,152.35,82.69,57,40,17.27,scattered clouds
361,Longyearbyen,SJ,2022-03-14 03:38:22,78.2186,15.6401,37.24,70,75,19.57,broken clouds
362,Matamoros,MX,2022-03-14 03:38:22,25.5333,-103.25,68.11,13,0,0.0,clear sky
363,Helong,CN,2022-03-14 03:38:23,42.5397,128.9972,36.34,95,100,3.89,light rain
364,Ust-Nera,RU,2022-03-14 03:38:23,64.5667,143.2,8.6,89,100,2.68,light snow
365,Kampene,CD,2022-03-14 03:38:23,-3.6,26.6667,66.06,99,96,1.66,overcast clouds
366,Lata,PT,2022-03-14 03:38:24,40.1629,-8.3327,46.08,86,100,5.14,overcast clouds
367,Pervomayskoye,RU,2022-03-14 03:38:24,43.919,46.7102,29.62,69,12,2.04,few clouds
368,Sri Aman,MY,2022-03-14 03:38:24,1.2376,111.4621,87.85,70,20,0.0,few clouds
369,Launceston,AU,2022-03-14 03:34:40,-41.45,147.1667,71.24,61,100,19.57,light rain
370,Aborlan,PH,2022-03-14 03:38:24,9.4352,118.5492,85.53,72,51,5.88,broken clouds
371,Bayan,CN,2022-03-14 03:38:25,46.0833,127.4,29.93,87,100,11.63,light snow
372,Erenhot,CN,2022-03-14 03:38:25,43.6475,111.9767,41.83,34,92,13.35,overcast clouds
373,Grand Island,US,2022-03-14 03:38:25,40.925,-98.342,53.89,47,0,5.75,clear sky
374,Muzaffarabad,PK,2022-03-14 03:38:26,34.37,73.4711,75.02,38,98,3.0,overcast clouds
375,Mecca,SA,2022-03-14 03:37:35,21.4267,39.8261,68.32,66,16,4.38,few clouds
376,Concordia,AR,2022-03-14 03:38:26,-31.393,-58.0209,59.79,88,23,4.43,few clouds
377,Salalah,OM,2022-03-14 03:38:26,17.0151,54.0924,71.69,37,0,4.61,clear sky
378,Ust-Omchug,RU,2022-03-14 03:37:58,61.15,149.6333,7.65,82,100,3.15,overcast clouds
379,Mount Gambier,AU,2022-03-14 03:38:27,-37.8333,140.7667,80.51,50,100,8.05,overcast clouds
380,Tripoli,LY,2022-03-14 03:38:27,32.8752,13.1875,58.86,62,32,11.83,scattered clouds
381,The Pas,CA,2022-03-14 03:38:27,53.8251,-101.2541,12.22,73,100,10.36,overcast clouds
382,Kalvarija,LT,2022-03-14 03:38:27,54.4,23.2333,30.27,81,88,5.46,overcast clouds
383,Beawar,IN,2022-03-14 03:38:28,26.1,74.3167,84.78,18,0,13.47,clear sky
384,Necochea,AR,2022-03-14 03:38:28,-38.5473,-58.7368,57.61,90,0,8.08,clear sky
385,La Union,PE,2022-03-14 03:38:28,-5.4,-80.75,78.76,65,90,8.01,overcast clouds
386,Cabo San Lucas,MX,2022-03-14 03:38:29,22.8909,-109.9124,70.52,59,20,2.3,few clouds
387,Kedrovyy,RU,2022-03-14 03:38:29,56.1667,91.8167,-0.13,80,58,8.19,broken clouds
388,Rawson,AR,2022-03-14 03:35:58,-43.3002,-65.1023,61.02,52,33,3.02,scattered clouds
389,Tucuma,BR,2022-03-14 03:38:29,-0.1833,-50.05,75.58,93,99,5.17,overcast clouds
390,Ossora,RU,2022-03-14 03:38:29,59.2353,163.0719,19.56,83,4,1.77,clear sky
391,Kaputa,ZM,2022-03-14 03:34:16,-8.4689,29.6619,64.49,91,100,2.71,overcast clouds
392,Kattivakkam,IN,2022-03-14 03:38:30,13.2167,80.3167,84.29,71,40,5.57,scattered clouds
393,Kivsharivka,UA,2022-03-14 03:38:30,49.6213,37.7036,13.14,97,96,4.34,overcast clouds
394,Jumla,NP,2022-03-14 03:38:30,29.2747,82.1838,65.03,15,7,2.44,clear sky
395,General Roca,AR,2022-03-14 03:38:31,-39.0333,-67.5833,69.62,29,17,10.11,few clouds
396,Namatanai,PG,2022-03-14 03:38:31,-3.6667,152.4333,85.3,59,71,8.99,broken clouds
397,Mao,ES,2022-03-14 03:38:31,39.8885,4.2658,55.96,94,20,8.05,few clouds
398,Willowmore,ZA,2022-03-14 03:38:31,-33.2926,23.4895,53.28,75,100,12.39,overcast clouds
399,Aleksandrovsk-Sakhalinskiy,RU,2022-03-14 03:38:32,50.8975,142.1561,27.75,88,91,3.06,overcast clouds
400,Hammel,DK,2022-03-14 03:38:32,56.2576,9.8632,40.51,78,4,11.77,clear sky
401,Petropavlovsk-Kamchatskiy,RU,2022-03-14 03:38:32,53.0452,158.6483,32.59,60,20,8.95,few clouds
402,Anloga,GH,2022-03-14 03:38:32,5.7947,0.8973,81.46,80,62,10.69,broken clouds
403,Santa Cruz,BO,2022-03-14 03:38:33,-17.8,-63.1667,74.66,73,75,5.75,broken clouds
404,Lorengau,PG,2022-03-14 03:38:33,-2.0226,147.2712,86.58,66,53,8.86,broken clouds
405,Lima,PE,2022-03-14 03:38:33,-12.0432,-77.0282,71.38,72,20,8.05,few clouds
406,Motema,SL,2022-03-14 03:38:34,8.6,-11.0333,69.73,98,89,2.15,overcast clouds
407,Druzhba,UA,2022-03-14 03:38:34,52.0428,33.9453,24.37,92,59,7.85,light snow
408,Sokur,RU,2022-03-14 03:38:34,55.2093,83.319,4.55,82,6,14.97,clear sky
409,Sitka,US,2022-03-14 03:38:34,57.0531,-135.33,44.49,53,100,17.27,overcast clouds
410,Tiarei,PF,2022-03-14 03:38:35,-17.5333,-149.3333,84.22,74,62,8.57,broken clouds
411,Brasileia,BR,2022-03-14 03:38:35,-11.0161,-68.7481,70.34,99,100,2.3,overcast clouds
412,Prince Rupert,CA,2022-03-14 03:38:35,54.3161,-130.3201,41.09,93,100,31.07,light rain
413,Hutang,CN,2022-03-14 03:38:36,31.5333,119.4833,78.42,63,24,11.81,few clouds
414,Khandyga,RU,2022-03-14 03:38:36,62.6667,135.6,9.05,86,100,1.1,overcast clouds
415,Sabang,ID,2022-03-14 03:38:36,5.8933,95.3214,81.72,78,92,12.53,overcast clouds
416,Port-Gentil,GA,2022-03-14 03:38:36,-0.7193,8.7815,81.1,77,99,4.27,light rain
417,Rio Negrinho,BR,2022-03-14 03:38:37,-26.2544,-49.5183,63.95,100,100,1.5,moderate rain
418,Aklavik,CA,2022-03-14 03:38:37,68.2191,-135.0107,-5.17,90,100,6.13,overcast clouds
419,Dalvik,IS,2022-03-14 03:38:37,65.9702,-18.5286,28.33,59,29,12.24,scattered clouds
420,Moron,AR,2022-03-14 03:38:38,-34.6534,-58.6198,69.55,72,0,2.95,clear sky
421,Nyurba,RU,2022-03-14 03:38:38,63.2842,118.3319,0.93,84,100,4.83,overcast clouds
422,Acton Vale,CA,2022-03-14 03:38:38,45.6501,-72.5658,23.31,86,100,1.01,overcast clouds
423,Biloela,AU,2022-03-14 03:38:38,-24.4167,150.5,86.94,34,45,12.59,scattered clouds
424,Port Hueneme,US,2022-03-14 03:38:39,34.1478,-119.1951,62.26,82,0,5.75,clear sky
425,Ahuimanu,US,2022-03-14 03:38:39,21.4447,-157.8378,82.11,65,20,12.66,few clouds
426,Burns Lake,CA,2022-03-14 03:38:39,54.2331,-125.7533,36.82,98,100,5.61,overcast clouds
427,Sokoni,TZ,2022-03-14 03:38:39,-6.4333,39.55,79.88,75,100,5.97,overcast clouds
428,Broome,US,2022-03-14 03:38:40,42.2506,-75.833,28.45,74,100,8.05,overcast clouds
429,Teguise,ES,2022-03-14 03:38:40,29.0605,-13.564,59.22,82,20,5.75,few clouds
430,Savalou,BJ,2022-03-14 03:38:40,7.9281,1.9756,79.79,74,19,3.89,few clouds
431,Duminichi,RU,2022-03-14 03:38:41,53.9345,35.1099,29.19,96,99,8.97,light snow
432,Olafsvik,IS,2022-03-14 03:38:41,64.8945,-23.7142,38.08,79,100,29.75,overcast clouds
433,Kargil,IN,2022-03-14 03:38:41,34.5667,76.1,13.37,71,97,1.28,overcast clouds
434,Nuuk,GL,2022-03-14 03:38:41,64.1835,-51.7216,9.21,85,100,12.66,light shower snow
435,Clarence Town,AU,2022-03-14 03:38:42,-32.5833,151.7833,78.82,60,54,7.61,light rain
436,Karasjok,NO,2022-03-14 03:38:42,69.4719,25.5112,12.27,98,99,2.33,overcast clouds
437,Sao Filipe,CV,2022-03-14 03:38:42,14.8961,-24.4956,70.66,73,0,18.59,clear sky
438,Pauini,BR,2022-03-14 03:38:42,-7.7136,-66.9764,72.07,99,100,1.79,overcast clouds
439,Gazanjyk,TM,2022-03-14 03:38:43,39.2446,55.5154,46.42,48,100,6.6,overcast clouds
440,Hokitika,NZ,2022-03-14 03:38:43,-42.7167,170.9667,66.97,67,5,9.24,clear sky
441,Majene,ID,2022-03-14 03:35:43,-3.5403,118.9707,85.95,65,13,6.11,few clouds
442,Batagay-Alyta,RU,2022-03-14 03:38:43,67.8006,130.4114,-6.02,87,92,2.08,overcast clouds
443,Mayor Pablo Lagerenza,PY,2022-03-14 03:38:44,-19.9309,-60.7718,69.82,56,91,4.32,overcast clouds
444,Kruisfontein,ZA,2022-03-14 03:38:44,-34.0033,24.7314,57.88,76,100,18.72,overcast clouds
445,Loralai,PK,2022-03-14 03:38:44,30.3705,68.598,73.08,28,27,2.98,scattered clouds
446,Egvekinot,RU,2022-03-14 03:38:44,66.3167,-179.1667,5.99,70,1,7.09,clear sky
447,Moose Factory,CA,2022-03-14 03:38:45,51.2585,-80.6094,1.4,60,0,4.61,clear sky
